student_id,gender,parental_education,lunch,test_prep_course,weekly_study_hours,attendance_percent,math_score,reading_score,writing_score,average_score
713,female,associate's degree,free/reduced,completed,11.4,92.0,89.7,84.9,80.8,85.1
714,female,bachelor's degree,free/reduced,none,16.6,69.2,74.6,87.5,72.8,78.3
715,female,master's degree,standard,completed,2.6,73.8,63.3,83.6,100.0,82.3
716,male,associate's degree,free/reduced,none,10.2,73.5,64.9,78.0,68.0,70.3
717,female,bachelor's degree,standard,completed,7.1,70.1,82.9,95.3,83.6,87.3
718,male,bachelor's degree,standard,completed,14.7,77.9,70.2,82.3,94.3,82.3
719,male,high school,standard,none,8.3,75.6,67.4,71.6,72.8,70.6
720,female,some high school,free/reduced,completed,11.8,70.7,80.7,76.3,86.8,81.3
721,female,associate's degree,free/reduced,completed,8.4,86.1,74.8,84.8,74.9,78.2
722,male,some high school,standard,none,12.7,90.6,68.1,62.7,65.1,65.3
723,male,some college,standard,none,14.1,72.0,92.2,73.7,99.3,88.4
724,female,master's degree,free/reduced,none,8.4,79.6,83.8,75.3,76.9,78.7
725,female,some college,free/reduced,none,10.2,85.2,69.8,69.2,72.6,70.5
726,male,some college,standard,completed,4.3,82.8,87.6,77.2,80.4,81.7
727,female,master's degree,standard,completed,11.2,78.1,97.9,76.9,98.2,91.0
728,female,high school,standard,none,13.4,93.2,70.4,92.0,70.8,77.7
729,female,master's degree,free/reduced,none,7.8,93.6,95.5,83.5,81.9,87.0
730,female,bachelor's degree,standard,none,14.5,91.9,76.5,100.0,84.5,87.0
731,male,high school,standard,none,1.7,83.0,62.9,61.7,72.7,65.8
732,female,high school,standard,none,2.6,100.0,59.8,66.7,76.7,67.7
733,female,some high school,standard,none,4.4,100.0,70.0,77.8,70.8,72.9
734,male,bachelor's degree,standard,none,8.1,81.1,64.8,63.0,68.4,65.4
735,female,high school,standard,none,10.1,83.9,74.3,78.6,57.4,70.1
736,female,some high school,free/reduced,completed,9.7,97.0,87.3,76.5,90.3,84.7
737,male,bachelor's degree,standard,completed,9.7,77.1,86.2,80.9,72.7,79.9
738,female,associate's degree,free/reduced,none,12.9,89.1,74.5,81.3,75.5,77.1
739,male,associate's degree,free/reduced,completed,8.1,85.6,91.2,80.2,92.9,88.1
740,male,associate's degree,standard,completed,4.9,78.1,71.0,94.2,76.8,80.7
741,male,some high school,standard,completed,5.0,82.8,83.1,81.4,81.2,81.9
742,male,some high school,standard,completed,18.5,69.4,85.7,71.3,79.6,78.9
743,male,some college,free/reduced,none,0.6,79.7,62.2,73.2,69.9,68.4
744,male,some high school,free/reduced,completed,9.3,65.1,73.7,61.2,72.4,69.1
745,female,some college,free/reduced,none,15.8,100.0,81.3,82.7,77.0,80.3
746,female,associate's degree,standard,none,11.9,100.0,80.7,74.4,93.9,83.0
747,female,associate's degree,free/reduced,none,6.7,97.4,64.7,70.8,74.8,70.1
748,female,associate's degree,free/reduced,none,10.0,88.1,68.7,87.7,66.5,74.3
749,male,some high school,standard,completed,13.5,95.1,90.0,79.7,81.1,83.6
750,male,high school,free/reduced,none,14.8,97.8,76.7,71.4,78.6,75.6
751,female,bachelor's degree,standard,completed,6.4,95.2,74.2,84.1,81.2,79.8
752,female,some high school,free/reduced,none,13.0,94.3,68.2,73.8,81.3,74.4
753,female,some college,standard,completed,11.0,76.0,77.7,95.6,91.3,88.2
754,male,some high school,free/reduced,none,14.4,89.4,74.2,63.7,87.3,75.1
755,female,master's degree,standard,none,15.6,79.7,85.9,75.0,79.5,80.1
756,female,high school,free/reduced,none,8.6,73.3,67.8,75.0,75.2,72.7
757,male,some college,standard,completed,4.2,73.6,70.2,64.0,64.4,66.2
758,male,some college,standard,none,11.6,89.3,78.0,74.4,72.4,74.9
759,female,associate's degree,standard,none,17.1,95.6,75.1,95.3,86.2,85.5
760,female,master's degree,standard,none,12.7,71.4,57.0,81.3,84.3,74.2
761,female,associate's degree,free/reduced,none,10.9,100.0,75.5,76.7,79.3,77.2
762,male,high school,standard,none,19.6,99.7,73.8,77.4,79.9,77.0
763,female,some high school,standard,none,5.8,81.2,60.4,65.0,67.2,64.2
764,male,associate's degree,standard,completed,13.6,80.4,78.3,80.5,81.9,80.2
765,male,master's degree,free/reduced,none,7.7,84.3,77.5,75.9,76.2,76.5
766,female,some high school,standard,completed,10.2,94.9,73.1,94.9,90.1,86.0
767,female,associate's degree,standard,completed,10.4,81.2,86.7,94.0,92.6,91.1
768,male,high school,free/reduced,none,16.1,74.0,71.3,67.5,78.0,72.3
769,female,some college,free/reduced,completed,6.3,88.5,65.9,75.1,91.3,77.4
770,male,some college,free/reduced,none,7.9,64.4,53.4,71.8,51.6,58.9
771,female,associate's degree,free/reduced,none,3.6,86.4,69.5,58.7,69.0,65.7
772,male,master's degree,standard,completed,11.9,96.6,94.0,87.0,89.4,90.1
773,female,associate's degree,free/reduced,completed,8.2,88.1,85.2,80.7,79.7,81.9
774,female,some college,free/reduced,none,11.7,92.8,89.0,69.1,85.2,81.1
775,male,associate's degree,free/reduced,completed,5.7,89.9,78.8,71.4,85.4,78.5
776,female,some college,free/reduced,none,8.6,92.3,73.1,78.6,74.5,75.4
777,female,some college,standard,none,14.2,86.5,79.1,68.1,81.4,76.2
778,female,high school,standard,none,9.3,76.7,73.0,67.4,84.1,74.8
779,female,some college,free/reduced,none,12.5,82.8,70.9,71.0,73.0,71.6
780,female,high school,standard,none,12.1,84.3,69.2,78.6,75.0,74.3
781,female,high school,standard,none,8.6,97.6,90.4,68.0,85.1,81.2
782,female,some high school,standard,none,3.8,100.0,53.4,83.6,78.1,71.7
783,male,some college,standard,completed,13.9,89.2,90.3,83.3,96.6,90.1
784,female,high school,standard,completed,10.7,77.5,85.3,80.8,86.9,84.3
785,female,bachelor's degree,free/reduced,none,13.9,77.7,78.1,75.7,84.2,79.3
786,female,bachelor's degree,standard,none,1.9,83.1,60.8,70.5,71.9,67.7
787,female,high school,free/reduced,completed,3.4,98.9,71.3,72.2,73.9,72.5
788,female,associate's degree,standard,none,1.4,88.3,63.8,84.3,75.3,74.5
789,male,bachelor's degree,standard,none,6.5,84.4,65.1,77.4,54.5,65.7
790,male,high school,standard,completed,14.2,77.3,85.1,81.0,85.1,83.7
791,male,some college,free/reduced,none,12.3,93.8,71.8,83.2,81.2,78.7
792,male,some college,standard,completed,9.9,87.9,79.1,77.3,83.8,80.1
793,male,associate's degree,standard,completed,10.5,84.5,90.4,89.0,82.7,87.4
794,female,master's degree,free/reduced,none,13.0,86.0,69.8,81.4,89.4,80.2
795,female,some high school,free/reduced,none,8.8,100.0,73.2,67.7,73.7,71.5
796,male,master's degree,standard,none,11.6,83.4,75.4,86.0,86.5,82.6
797,male,associate's degree,free/reduced,none,10.6,100.0,78.7,65.2,92.3,78.7
798,female,bachelor's degree,standard,completed,1.3,97.4,78.4,90.8,92.9,87.4
799,female,associate's degree,free/reduced,none,8.5,85.5,72.7,68.6,82.7,74.7
800,female,bachelor's degree,standard,none,15.4,93.8,77.0,89.4,89.4,85.3
801,female,high school,free/reduced,completed,8.4,83.8,69.8,90.4,82.8,81.0
802,male,associate's degree,standard,none,9.4,76.7,67.6,78.9,75.6,74.0
803,female,high school,free/reduced,none,7.6,82.3,68.3,66.8,71.9,69.0
804,female,some college,standard,none,8.1,75.9,77.6,74.8,83.3,78.6
805,female,associate's degree,standard,none,14.5,90.1,90.7,80.5,70.6,80.6
806,male,high school,standard,completed,8.9,85.1,76.8,71.1,78.6,75.5
807,male,some high school,standard,none,5.9,90.7,69.7,62.4,74.8,69.0
808,female,bachelor's degree,standard,none,0.0,93.3,54.8,77.1,70.6,67.5
809,male,bachelor's degree,standard,completed,7.7,53.8,60.6,81.1,77.4,73.0
810,male,associate's degree,free/reduced,none,2.1,88.1,57.2,55.4,63.2,58.6
811,male,high school,standard,completed,2.7,67.0,65.8,72.0,77.0,71.6
812,female,associate's degree,standard,none,13.2,86.7,67.6,85.8,88.1,80.5
813,male,some high school,standard,none,12.8,76.2,60.3,72.9,81.8,71.7
814,female,associate's degree,standard,none,2.3,86.0,72.3,67.2,79.2,72.9
815,male,some college,free/reduced,completed,13.4,98.7,78.5,92.3,78.6,83.1
816,female,associate's degree,standard,none,11.8,67.9,62.3,67.2,78.9,69.5
817,male,some college,free/reduced,none,6.9,86.9,86.4,75.5,73.7,78.5
818,male,high school,free/reduced,none,12.9,84.2,74.3,84.6,81.5,80.1
819,female,associate's degree,free/reduced,none,3.5,66.1,59.7,52.1,52.4,54.7
820,female,some college,standard,none,5.2,91.5,76.1,78.6,79.4,78.0
821,male,associate's degree,standard,none,4.2,85.3,63.9,75.5,58.3,65.9
822,female,high school,standard,completed,5.6,79.9,88.8,81.8,87.2,85.9
823,female,some high school,standard,none,13.5,77.8,63.1,69.7,78.8,70.5
824,female,some college,standard,none,4.7,100.0,61.0,75.7,81.8,72.8
825,female,associate's degree,free/reduced,none,5.4,81.1,65.4,61.6,79.7,68.9
826,female,bachelor's degree,standard,none,6.2,67.0,64.4,75.6,78.2,72.7
827,male,bachelor's degree,standard,completed,10.8,75.7,96.1,87.6,79.3,87.7
828,male,some high school,standard,none,8.6,81.3,57.7,65.3,72.1,65.0
829,male,associate's degree,free/reduced,completed,13.4,81.2,77.6,74.3,91.3,81.1
830,male,high school,standard,none,7.2,84.2,72.4,68.0,69.8,70.1
831,male,associate's degree,standard,completed,4.8,74.5,81.4,78.1,79.5,79.7
832,female,some college,free/reduced,completed,8.0,90.4,85.5,82.4,74.2,80.7
833,male,high school,free/reduced,none,10.1,80.2,71.9,68.6,77.2,72.6
834,female,some college,free/reduced,completed,6.3,71.4,90.4,77.3,74.9,80.9
835,female,some college,free/reduced,completed,11.1,76.8,75.1,70.5,76.8,74.1
836,male,associate's degree,standard,none,17.2,81.2,84.9,58.4,75.2,72.8
837,male,associate's degree,standard,completed,7.6,93.5,89.6,88.9,78.0,85.5
838,female,associate's degree,free/reduced,none,10.1,89.8,70.5,88.5,75.3,78.1
839,male,some college,standard,none,15.4,81.6,78.0,66.3,85.9,76.7
840,male,associate's degree,standard,completed,7.4,85.2,77.5,76.8,88.9,81.1
841,male,high school,standard,completed,6.6,87.2,73.1,81.5,90.6,81.7
842,female,associate's degree,standard,none,5.6,100.0,64.5,87.5,91.3,81.1
843,female,some college,free/reduced,none,11.5,78.8,67.2,79.4,67.5,71.4
844,female,some college,standard,none,12.0,89.7,65.4,90.2,83.6,79.7
845,male,some high school,free/reduced,none,9.3,92.3,71.9,69.7,80.3,74.0
846,male,some college,free/reduced,none,10.1,75.5,56.8,73.0,86.4,72.1
847,female,high school,free/reduced,completed,15.0,86.9,99.9,87.2,74.3,87.1
848,female,some college,standard,completed,13.4,86.6,100.0,84.1,78.0,87.4
849,female,some high school,free/reduced,completed,4.3,80.3,78.3,84.1,80.0,80.8
850,male,associate's degree,free/reduced,none,9.9,90.7,71.1,79.2,70.7,73.7
851,female,bachelor's degree,free/reduced,completed,10.3,95.3,78.5,94.9,81.2,84.9
852,female,high school,free/reduced,completed,12.8,96.3,92.1,81.6,88.7,87.5
853,female,some high school,standard,none,9.0,83.1,72.5,82.2,68.0,74.2
854,male,associate's degree,standard,none,7.3,86.9,77.8,66.9,57.0,67.2
855,male,some high school,standard,none,8.1,100.0,66.8,77.3,72.7,72.3
856,male,bachelor's degree,standard,completed,2.8,74.0,84.1,57.7,80.5,74.1
857,male,some high school,standard,none,9.8,87.2,66.1,64.6,76.1,68.9
858,female,high school,free/reduced,completed,7.5,93.9,77.0,86.8,89.6,84.5
859,female,some college,standard,none,11.8,86.5,63.1,75.8,80.6,73.2
860,female,some high school,standard,completed,5.8,91.6,71.5,82.6,80.9,78.3
861,female,high school,free/reduced,completed,8.1,86.7,79.8,67.1,76.2,74.4
862,female,high school,standard,completed,6.0,92.5,74.7,95.1,71.9,80.6
863,female,associate's degree,standard,completed,5.6,97.8,77.5,91.4,85.0,84.6
864,male,master's degree,free/reduced,none,12.7,82.8,83.3,76.8,83.8,81.3
865,female,high school,free/reduced,completed,8.0,87.0,75.1,83.0,86.3,81.5
866,female,bachelor's degree,standard,none,11.6,84.4,88.8,84.1,97.3,90.1
867,male,some high school,standard,none,5.4,81.0,47.4,79.5,66.4,64.4
868,female,some college,standard,completed,10.2,84.8,87.5,86.9,73.2,82.5
869,male,some college,free/reduced,completed,3.1,73.7,73.5,60.7,79.7,71.3
870,female,high school,free/reduced,completed,7.9,92.4,64.1,78.9,90.3,77.8
871,female,bachelor's degree,standard,none,7.8,100.0,66.7,92.8,73.8,77.8
872,male,associate's degree,free/reduced,none,12.2,100.0,83.6,82.2,64.0,76.6
873,female,some high school,standard,completed,10.6,97.8,74.4,82.2,87.7,81.4
874,male,high school,free/reduced,none,9.1,75.4,62.1,72.4,72.2,68.9
875,male,bachelor's degree,standard,none,13.2,100.0,87.7,83.8,73.1,81.5
876,female,master's degree,standard,completed,10.6,77.8,83.3,92.9,87.5,87.9
877,male,associate's degree,standard,none,12.0,84.5,81.8,65.0,70.4,72.4
878,female,bachelor's degree,standard,completed,12.9,100.0,83.7,85.9,85.2,84.9
879,female,master's degree,free/reduced,completed,9.6,74.3,82.6,88.7,75.5,82.3
880,male,associate's degree,free/reduced,completed,8.7,93.4,88.3,79.6,83.0,83.6
881,female,associate's degree,free/reduced,completed,11.1,87.8,84.2,87.4,83.3,85.0
882,female,high school,free/reduced,completed,8.2,83.5,57.8,94.4,75.5,75.9
883,male,some college,standard,completed,11.4,76.2,88.1,78.6,61.7,76.1
884,male,associate's degree,standard,none,14.3,89.2,81.7,81.7,91.9,85.1
885,male,bachelor's degree,free/reduced,none,13.2,80.4,68.8,71.1,67.3,69.1
886,male,high school,free/reduced,completed,8.3,95.5,88.3,73.9,78.1,80.1
887,male,some college,standard,completed,4.7,97.2,64.8,81.0,73.5,73.1
888,female,some high school,free/reduced,none,9.6,71.2,80.7,57.3,71.6,69.9
889,female,associate's degree,free/reduced,none,9.3,79.9,65.4,58.1,63.2,62.2
890,male,some college,free/reduced,none,14.2,81.8,87.4,84.2,73.0,81.5
891,female,bachelor's degree,standard,none,8.3,73.2,73.1,76.3,76.1,75.2
892,male,high school,free/reduced,completed,9.0,73.8,64.1,83.2,82.1,76.5
893,female,associate's degree,standard,completed,12.8,85.9,87.8,89.3,81.4,86.2
894,female,associate's degree,standard,none,7.9,82.9,75.9,78.8,72.8,75.8
895,female,some college,standard,none,9.2,68.5,75.7,79.0,72.3,75.7
896,female,high school,standard,none,16.7,79.6,88.5,84.9,94.9,89.4
897,male,some college,standard,none,15.8,90.2,74.7,70.1,66.8,70.5
898,female,associate's degree,free/reduced,none,12.3,72.9,76.6,84.3,77.2,79.4
899,male,high school,free/reduced,none,10.9,75.8,75.0,61.2,62.7,66.3
900,female,some high school,free/reduced,none,5.9,100.0,63.9,74.4,74.8,71.0
901,male,some college,standard,completed,12.0,98.2,79.5,100.0,91.4,90.3
902,male,high school,standard,none,10.0,68.8,63.5,70.6,70.2,68.1
903,female,bachelor's degree,standard,completed,10.7,71.5,89.8,98.4,89.3,92.5
904,female,bachelor's degree,free/reduced,none,7.7,88.8,77.6,74.3,79.2,77.0
905,male,master's degree,standard,none,9.8,73.1,69.7,81.1,71.3,74.0
906,female,bachelor's degree,standard,completed,9.1,82.5,73.1,87.2,86.9,82.4
907,male,associate's degree,standard,none,11.1,80.5,86.3,79.2,62.3,75.9
908,female,high school,free/reduced,completed,15.5,90.6,72.0,78.4,83.3,77.9
909,female,bachelor's degree,free/reduced,completed,11.3,59.7,80.0,72.7,76.1,76.3
910,female,associate's degree,free/reduced,completed,3.2,63.0,62.7,77.0,74.8,71.5
911,male,associate's degree,standard,none,5.9,72.7,55.6,59.0,76.2,63.6
912,male,associate's degree,standard,completed,3.5,95.1,79.3,75.2,85.4,80.0
913,male,bachelor's degree,free/reduced,completed,6.6,83.5,75.7,84.4,83.8,81.3
914,female,high school,free/reduced,completed,12.0,67.9,88.7,73.2,88.0,83.3
915,male,associate's degree,free/reduced,none,11.4,89.9,92.3,68.1,55.6,72.0
916,male,some college,standard,none,7.4,92.1,71.4,66.3,77.1,71.6
917,male,high school,standard,completed,10.9,82.5,90.3,81.8,80.9,84.3
918,female,high school,standard,none,6.8,81.7,77.8,71.0,73.1,74.0
919,female,high school,free/reduced,none,4.1,89.4,59.5,71.9,60.7,64.0
920,male,some college,free/reduced,none,4.2,97.1,59.2,69.4,74.0,67.5
921,male,high school,standard,completed,6.4,86.5,90.6,93.3,88.1,90.7
922,male,some college,free/reduced,none,15.5,90.3,74.6,72.8,82.5,76.6
923,male,bachelor's degree,standard,completed,4.5,84.5,78.7,66.2,81.8,75.6
924,female,associate's degree,standard,completed,14.8,81.2,86.3,89.4,94.8,90.2
925,female,associate's degree,standard,none,15.1,75.8,79.1,80.4,87.3,82.3
926,female,master's degree,standard,completed,9.1,87.6,80.9,90.5,100.0,90.5
927,male,high school,standard,completed,9.6,82.0,86.6,67.3,89.6,81.2
928,male,some college,standard,completed,7.4,82.6,89.4,88.8,81.7,86.6
929,male,some high school,standard,completed,9.7,94.3,78.4,80.9,82.0,80.4
930,female,some college,standard,none,12.4,89.9,67.1,80.1,81.3,76.2
931,female,master's degree,standard,none,9.8,93.7,79.8,71.6,85.6,79.0
932,male,some high school,free/reduced,completed,13.8,69.2,66.3,78.6,71.5,72.1
933,male,associate's degree,standard,none,14.5,90.6,76.6,79.8,84.7,80.4
934,female,bachelor's degree,standard,none,11.2,79.1,87.3,90.7,74.9,84.3
935,male,some college,standard,completed,11.1,76.9,100.0,77.8,75.4,84.4
936,female,bachelor's degree,standard,completed,9.6,76.5,86.3,76.1,90.3,84.2
937,female,some college,standard,completed,11.2,97.1,77.3,89.5,85.2,84.0
938,male,high school,standard,none,5.3,93.3,75.8,65.4,69.5,70.2
939,female,some college,standard,none,11.4,77.8,57.3,80.4,61.2,66.3
940,female,high school,free/reduced,completed,10.6,73.6,70.9,69.9,86.0,75.6
941,female,high school,free/reduced,none,6.4,85.1,77.6,70.2,71.0,72.9
942,male,high school,standard,none,18.4,80.4,88.0,75.8,75.0,79.6
943,female,master's degree,free/reduced,completed,5.9,100.0,69.1,86.7,92.1,82.6
944,male,high school,standard,completed,6.3,70.4,62.0,71.3,77.7,70.3
945,female,high school,free/reduced,completed,10.9,66.7,82.6,70.7,73.3,75.5
946,female,master's degree,standard,none,2.1,82.4,68.8,76.3,92.7,79.3
947,male,some high school,standard,none,6.6,85.1,63.9,65.6,65.5,65.0
948,female,master's degree,free/reduced,completed,3.7,86.3,78.9,83.8,92.1,84.9
949,male,bachelor's degree,free/reduced,completed,5.9,92.5,73.2,78.8,95.6,82.5
950,female,associate's degree,free/reduced,none,9.3,100.0,58.0,61.5,73.9,64.5
951,female,some college,standard,none,11.1,81.6,81.8,77.3,78.3,79.1
952,female,high school,free/reduced,none,14.2,79.6,68.1,85.4,68.0,73.8
953,female,some high school,standard,none,13.0,67.4,65.0,75.4,80.9,73.8
954,female,some high school,free/reduced,completed,14.5,87.4,71.0,87.0,80.7,79.6
955,male,high school,free/reduced,none,12.1,93.5,75.1,77.0,63.5,71.9
956,female,some college,standard,completed,7.9,82.4,73.6,79.6,94.9,82.7
957,male,bachelor's degree,free/reduced,completed,14.2,96.8,92.5,76.5,94.0,87.7
958,male,some college,free/reduced,none,7.8,85.3,66.2,76.8,62.6,68.5
959,male,master's degree,free/reduced,completed,7.3,100.0,90.2,93.0,94.4,92.5
960,male,associate's degree,standard,none,15.9,88.3,79.8,85.0,80.6,81.8
961,male,some high school,standard,none,12.9,74.4,68.7,74.8,90.9,78.1
962,male,some college,standard,none,10.7,78.6,58.8,77.0,85.9,73.9
963,female,high school,free/reduced,none,12.8,69.7,61.5,71.4,67.2,66.7
964,male,some high school,free/reduced,completed,13.3,67.6,83.1,76.4,72.6,77.4
965,male,master's degree,standard,completed,4.3,87.7,100.0,83.6,77.7,87.1
966,male,high school,free/reduced,none,9.4,93.7,60.2,74.4,71.4,68.7
967,female,high school,free/reduced,none,5.1,100.0,58.1,66.3,73.7,66.0
968,female,some high school,standard,completed,10.3,84.4,83.2,77.5,89.2,83.3
969,female,associate's degree,free/reduced,none,7.1,82.6,72.2,78.3,74.6,75.0
970,male,some college,standard,none,15.2,73.9,73.4,73.0,63.1,69.8
971,male,some high school,standard,none,11.9,94.9,76.4,56.7,67.5,66.9
972,male,associate's degree,standard,completed,6.5,88.9,67.9,83.3,93.7,81.6
973,female,high school,free/reduced,none,9.7,79.0,65.9,54.2,80.5,66.9
974,male,associate's degree,standard,none,4.9,91.9,78.5,89.6,72.6,80.2
975,male,some college,standard,none,9.9,90.6,88.5,81.7,73.8,81.3
976,female,some college,standard,completed,12.0,66.3,80.7,87.4,82.6,83.6
977,female,some college,standard,none,10.8,92.4,74.7,74.9,79.8,76.5
978,female,associate's degree,standard,none,2.1,86.4,71.0,66.2,62.3,66.5
979,male,master's degree,free/reduced,none,8.4,81.1,80.8,72.5,80.2,77.8
980,female,bachelor's degree,free/reduced,completed,11.8,80.8,86.4,85.1,81.4,84.3
981,female,some high school,free/reduced,none,11.0,100.0,65.7,69.9,76.2,70.6
982,male,some college,standard,none,14.4,100.0,84.6,82.1,59.8,75.5
983,male,high school,standard,none,4.6,100.0,77.6,78.9,74.0,76.8
984,male,some high school,free/reduced,none,11.9,73.5,63.0,72.2,76.5,70.6
985,male,high school,free/reduced,completed,7.2,78.5,62.8,66.4,57.9,62.4
986,female,high school,standard,none,10.6,94.1,79.5,62.2,89.9,77.2
987,male,master's degree,free/reduced,none,11.4,72.9,77.0,74.2,77.0,76.1
988,male,associate's degree,free/reduced,none,12.5,77.8,81.3,68.0,66.3,71.9
989,female,bachelor's degree,standard,none,7.5,67.0,72.3,78.7,63.6,71.5
990,female,associate's degree,standard,none,10.5,100.0,73.6,95.6,91.4,86.9
991,male,high school,standard,none,5.1,95.6,66.2,85.6,73.6,75.1
992,male,some college,standard,none,4.1,89.6,60.8,74.7,75.9,70.5
993,male,some college,standard,completed,12.0,87.2,77.7,92.4,82.0,84.0
994,female,high school,standard,none,9.6,80.8,67.9,88.0,69.0,75.0
995,male,some college,standard,none,3.3,81.0,62.9,70.4,75.9,69.7
996,male,associate's degree,standard,none,6.4,91.2,81.7,77.6,67.1,75.5
997,female,some high school,standard,none,9.8,77.9,61.3,80.1,80.1,73.8
998,male,high school,standard,none,16.0,97.3,81.6,79.6,65.2,75.5
999,male,some college,standard,completed,13.9,80.1,81.7,79.7,76.6,79.3
1000,male,associate's degree,free/reduced,none,13.0,76.3,85.7,67.3,60.8,71.3
