student_id,gender,parental_education,lunch,test_prep_course,weekly_study_hours,attendance_percent,math_score,reading_score,writing_score,average_score,grade,result,z_score,performance_flag
525,female,bachelor's degree,standard,completed,8.6,93.8,87.0,87.1,92.7,88.9,B,Pass,1.53,Top Performer
526,male,high school,standard,none,11.3,76.5,62.5,75.9,80.1,72.8,C,Pass,-0.65,Average
527,female,associate's degree,standard,none,10.2,100.0,86.9,86.1,90.6,87.9,B,Pass,1.39,Average
528,male,high school,standard,none,15.8,79.1,83.3,84.8,81.4,83.2,B,Pass,0.76,Average
529,female,bachelor's degree,standard,none,12.9,64.4,75.8,66.8,67.3,70.0,C,Pass,-1.03,Average
530,male,some college,standard,none,9.0,61.2,61.8,63.2,75.1,66.7,D,Fail,-1.48,Average
531,female,some college,free/reduced,none,0.2,100.0,64.8,71.7,72.6,69.7,D,Fail,-1.07,Average
532,male,bachelor's degree,standard,completed,12.9,84.1,100.0,93.6,78.0,90.5,A,Pass,1.75,Top Performer
533,female,associate's degree,standard,none,13.0,78.5,74.0,84.0,85.3,81.1,B,Pass,0.47,Average
534,female,some high school,free/reduced,none,6.3,77.5,55.5,65.3,57.2,59.3,F,Fail,-2.48,Needs Support
535,female,some high school,standard,none,2.0,74.1,66.1,60.5,75.4,67.3,D,Fail,-1.4,Average
536,male,master's degree,standard,none,5.4,98.5,63.4,86.8,92.0,80.7,B,Pass,0.42,Average
537,female,some high school,standard,none,13.7,84.2,59.4,85.1,72.7,72.4,C,Pass,-0.71,Average
538,male,high school,standard,none,5.7,100.0,68.4,96.1,80.3,81.6,B,Pass,0.54,Average
539,female,master's degree,standard,completed,8.2,83.0,79.4,86.9,93.3,86.5,B,Pass,1.2,Average
540,female,some high school,free/reduced,none,10.9,61.5,64.4,80.6,72.6,72.5,C,Pass,-0.69,Average
541,male,high school,standard,none,14.9,93.4,76.6,69.4,66.0,70.7,C,Pass,-0.94,Average
542,female,high school,free/reduced,completed,9.9,81.3,80.4,75.9,86.0,80.8,B,Pass,0.43,Average
543,female,some high school,free/reduced,none,9.6,82.6,66.6,66.4,72.0,68.3,D,Fail,-1.26,Average
544,male,some college,standard,completed,7.8,100.0,78.6,81.0,90.3,83.3,B,Pass,0.77,Average
545,male,associate's degree,standard,completed,16.5,82.4,87.9,80.5,87.3,85.2,B,Pass,1.03,Average
546,male,high school,standard,none,14.3,96.6,85.9,74.9,85.7,82.2,B,Pass,0.62,Average
547,male,some high school,standard,none,9.6,85.0,80.5,72.0,72.8,75.1,C,Pass,-0.34,Average
548,female,bachelor's degree,standard,completed,4.4,77.5,86.0,79.9,90.5,85.5,B,Pass,1.07,Average
549,female,bachelor's degree,free/reduced,none,6.8,90.1,76.9,82.5,87.8,82.4,B,Pass,0.65,Average
550,male,some college,standard,completed,12.3,79.0,58.9,82.1,84.2,75.1,C,Pass,-0.34,Average
551,male,some high school,free/reduced,completed,7.1,97.3,67.9,77.6,85.3,76.9,C,Pass,-0.1,Average
552,female,some college,free/reduced,completed,13.6,94.6,82.5,98.3,89.2,90.0,A,Pass,1.68,Top Performer
553,male,associate's degree,standard,none,11.4,85.6,80.1,80.3,80.5,80.3,B,Pass,0.36,Average
554,male,some college,standard,completed,11.2,91.1,72.9,85.9,80.4,79.7,C,Pass,0.28,Average
555,female,bachelor's degree,free/reduced,none,12.6,90.6,89.1,80.7,86.4,85.4,B,Pass,1.06,Average
556,female,some college,free/reduced,none,12.0,82.2,75.8,76.3,85.0,79.0,C,Pass,0.19,Average
557,male,some college,standard,none,6.6,94.0,68.2,79.9,73.2,73.8,C,Pass,-0.52,Average
558,female,some high school,free/reduced,none,8.7,82.7,68.8,64.9,76.8,70.2,C,Pass,-1.01,Average
559,female,some college,standard,completed,19.4,91.2,92.1,100.0,96.5,96.2,A,Pass,2.52,Top Performer
560,female,associate's degree,standard,none,5.2,75.5,64.0,87.2,66.1,72.4,C,Pass,-0.71,Average
561,female,associate's degree,standard,none,8.1,86.0,78.9,88.0,81.4,82.8,B,Pass,0.7,Average
562,female,high school,standard,completed,14.3,89.2,84.1,83.9,98.8,88.9,B,Pass,1.53,Top Performer
563,male,master's degree,standard,none,9.4,77.1,66.1,65.1,72.7,68.0,D,Fail,-1.3,Average
564,male,associate's degree,standard,none,6.8,80.9,67.6,70.6,58.8,65.7,D,Fail,-1.62,Needs Support
565,female,some college,free/reduced,none,4.7,79.7,64.1,72.1,72.4,69.5,D,Fail,-1.1,Average
566,male,some college,standard,none,12.1,92.3,70.5,84.8,71.5,75.6,C,Pass,-0.27,Average
567,male,associate's degree,free/reduced,none,14.1,77.8,86.3,73.1,88.0,82.5,B,Pass,0.66,Average
568,female,high school,free/reduced,completed,15.6,89.4,76.5,83.0,85.7,81.7,B,Pass,0.55,Average
569,female,associate's degree,standard,completed,10.2,100.0,100.0,100.0,91.3,97.1,A,Pass,2.64,Top Performer
570,female,associate's degree,standard,completed,14.2,88.6,97.1,85.1,86.3,89.5,B,Pass,1.61,Top Performer
571,female,some college,free/reduced,none,5.9,68.9,57.2,77.6,71.2,68.7,D,Fail,-1.21,Average
572,male,bachelor's degree,standard,completed,10.7,86.3,88.0,93.3,82.0,87.8,B,Pass,1.38,Average
573,male,some college,standard,completed,7.3,95.5,91.7,72.9,76.3,80.3,B,Pass,0.36,Average
574,male,some college,standard,none,10.7,82.2,74.5,77.4,73.3,75.1,C,Pass,-0.34,Average
575,female,high school,standard,none,13.0,96.2,69.9,77.0,74.0,73.6,C,Pass,-0.54,Average
576,female,bachelor's degree,standard,none,14.3,91.2,84.6,77.8,95.0,85.8,B,Pass,1.11,Average
577,male,high school,free/reduced,none,6.0,89.3,82.7,54.9,58.8,65.5,D,Fail,-1.64,Needs Support
578,female,associate's degree,free/reduced,none,15.1,82.5,66.1,66.9,78.0,70.3,C,Pass,-0.99,Average
579,female,some college,standard,completed,8.1,80.0,85.3,86.7,79.3,83.8,B,Pass,0.84,Average
580,female,master's degree,standard,none,5.9,82.5,74.5,76.6,68.9,73.3,C,Pass,-0.59,Average
581,female,master's degree,standard,none,9.3,85.7,77.7,84.6,95.3,85.9,B,Pass,1.12,Average
582,male,some high school,standard,none,4.1,90.3,64.5,62.0,52.3,59.6,F,Fail,-2.44,Needs Support
583,female,master's degree,standard,completed,10.0,89.3,85.4,88.3,100.0,91.2,A,Pass,1.84,Top Performer
584,male,associate's degree,free/reduced,none,11.2,82.1,82.0,71.6,61.2,71.6,C,Pass,-0.82,Average
585,male,some high school,standard,none,9.2,85.8,77.3,60.2,71.4,69.6,D,Fail,-1.09,Average
586,female,some college,free/reduced,completed,12.1,89.0,74.7,71.6,100.0,82.1,B,Pass,0.61,Average
587,male,some high school,free/reduced,none,8.7,68.9,78.0,68.6,47.1,64.6,D,Fail,-1.77,Needs Support
588,female,some college,standard,completed,10.0,77.4,72.2,85.2,74.5,77.3,C,Pass,-0.04,Average
589,male,high school,free/reduced,none,4.2,77.1,68.3,58.4,74.8,67.2,D,Fail,-1.41,Average
590,female,high school,free/reduced,completed,10.2,83.1,79.9,80.0,83.2,81.0,B,Pass,0.46,Average
591,male,high school,free/reduced,completed,6.6,82.4,83.9,80.6,71.4,78.6,C,Pass,0.13,Average
592,female,associate's degree,standard,completed,8.2,82.5,85.4,99.8,86.6,90.6,A,Pass,1.76,Top Performer
593,female,bachelor's degree,standard,none,9.6,76.4,84.9,72.2,71.5,76.2,C,Pass,-0.19,Average
594,female,master's degree,free/reduced,none,10.8,91.9,77.0,86.3,82.0,81.8,B,Pass,0.57,Average
595,female,high school,standard,none,3.4,87.9,75.5,90.4,85.2,83.7,B,Pass,0.82,Average
596,female,some college,standard,completed,3.7,68.7,77.1,78.8,77.1,77.7,C,Pass,0.01,Average
597,male,some high school,standard,none,8.8,85.3,89.2,83.5,71.5,81.4,B,Pass,0.51,Average
598,female,some college,free/reduced,none,11.9,73.9,66.6,53.7,83.0,67.8,D,Fail,-1.33,Average
599,female,master's degree,free/reduced,none,11.4,100.0,88.7,95.0,98.7,94.1,A,Pass,2.24,Top Performer
600,male,some high school,standard,completed,13.6,80.6,88.3,81.0,76.3,81.9,B,Pass,0.58,Average
601,male,bachelor's degree,free/reduced,none,15.2,81.2,80.7,62.6,78.2,73.8,C,Pass,-0.52,Average
602,female,associate's degree,free/reduced,none,12.0,86.0,70.7,84.2,73.2,76.0,C,Pass,-0.22,Average
603,male,high school,standard,none,9.9,83.2,77.7,81.8,67.0,75.5,C,Pass,-0.29,Average
604,male,associate's degree,standard,completed,5.9,84.6,68.5,91.0,78.8,79.4,C,Pass,0.24,Average
605,female,high school,free/reduced,none,6.2,100.0,57.7,84.3,69.2,70.4,C,Pass,-0.98,Average
606,female,bachelor's degree,standard,completed,8.1,87.4,90.1,87.6,75.7,84.5,B,Pass,0.93,Average
607,female,some high school,standard,completed,11.1,93.5,71.3,79.5,70.5,73.8,C,Pass,-0.52,Average
608,female,some high school,free/reduced,none,10.9,96.4,83.5,71.9,68.8,74.7,C,Pass,-0.4,Average
609,male,associate's degree,standard,completed,10.0,75.4,81.3,81.7,83.4,82.1,B,Pass,0.61,Average
610,female,some college,standard,none,9.4,100.0,79.3,84.6,90.2,84.7,B,Pass,0.96,Average
611,male,some high school,standard,none,12.5,92.1,77.8,72.0,69.6,73.1,C,Pass,-0.61,Average
612,male,some college,standard,none,10.8,94.7,81.5,78.5,75.1,78.4,C,Pass,0.11,Average
613,male,high school,free/reduced,none,11.2,76.5,68.4,76.6,73.4,72.8,C,Pass,-0.65,Average
614,male,some college,free/reduced,none,11.2,93.3,71.4,77.4,78.9,75.9,C,Pass,-0.23,Average
615,male,associate's degree,free/reduced,none,7.8,89.3,70.2,91.3,71.0,77.5,C,Pass,-0.02,Average
616,male,bachelor's degree,standard,none,5.9,79.8,81.2,91.6,73.3,82.0,B,Pass,0.59,Average
617,male,some high school,standard,completed,12.0,100.0,94.8,75.3,98.5,89.5,B,Pass,1.61,Top Performer
618,male,associate's degree,standard,none,11.7,90.8,89.9,74.7,74.9,79.8,C,Pass,0.3,Average
619,male,master's degree,free/reduced,none,9.1,82.8,77.0,65.2,70.5,70.9,C,Pass,-0.91,Average
620,female,some college,standard,none,8.3,87.1,72.6,68.8,64.8,68.7,D,Fail,-1.21,Average
621,male,associate's degree,standard,none,19.1,94.3,74.9,88.7,85.7,83.1,B,Pass,0.74,Average
622,female,some high school,standard,none,7.0,96.5,76.9,68.6,73.5,73.0,C,Pass,-0.63,Average
623,male,bachelor's degree,free/reduced,none,9.1,91.0,80.8,67.6,89.5,79.3,C,Pass,0.23,Average
624,male,some college,standard,none,11.1,97.4,75.6,76.7,74.4,75.6,C,Pass,-0.27,Average
625,female,bachelor's degree,standard,none,5.4,99.9,81.8,88.1,87.8,85.9,B,Pass,1.12,Average
626,female,associate's degree,standard,completed,10.5,72.8,94.0,81.9,93.4,89.8,B,Pass,1.65,Top Performer
627,male,bachelor's degree,standard,completed,17.2,80.3,94.1,85.9,100.0,93.3,A,Pass,2.13,Top Performer
628,female,some high school,free/reduced,none,13.7,75.8,80.5,79.9,61.7,74.0,C,Pass,-0.49,Average
629,female,associate's degree,free/reduced,completed,12.5,86.2,86.4,89.3,99.0,91.6,A,Pass,1.9,Top Performer
630,male,high school,free/reduced,none,12.4,99.6,61.5,79.1,73.6,71.4,C,Pass,-0.84,Average
631,male,high school,standard,none,10.4,91.7,72.3,83.3,73.3,76.3,C,Pass,-0.18,Average
632,female,high school,standard,completed,13.8,74.7,82.0,76.4,82.9,80.4,B,Pass,0.38,Average
633,male,associate's degree,standard,none,9.4,82.3,80.1,77.6,71.5,76.4,C,Pass,-0.17,Average
634,female,associate's degree,free/reduced,none,8.3,95.5,65.8,73.0,74.8,71.2,C,Pass,-0.87,Average
635,male,master's degree,standard,none,10.4,79.9,75.5,86.9,59.4,73.9,C,Pass,-0.5,Average
636,male,some high school,standard,completed,13.6,84.2,77.5,88.3,85.6,83.8,B,Pass,0.84,Average
637,female,high school,standard,none,11.3,88.2,76.2,70.4,78.3,75.0,C,Pass,-0.36,Average
638,male,high school,standard,none,12.7,67.0,75.4,82.2,62.9,73.5,C,Pass,-0.56,Average
639,male,bachelor's degree,standard,none,1.9,93.0,78.3,66.0,73.6,72.6,C,Pass,-0.68,Average
640,female,some college,standard,none,14.8,88.6,87.9,91.3,99.3,92.8,A,Pass,2.06,Top Performer
641,female,some college,standard,none,19.4,90.9,88.3,87.0,87.3,87.5,B,Pass,1.34,Average
642,female,associate's degree,standard,none,15.3,75.4,83.3,74.1,77.5,78.3,C,Pass,0.09,Average
643,male,associate's degree,free/reduced,completed,8.7,77.5,79.3,69.7,92.3,80.4,B,Pass,0.38,Average
644,male,high school,standard,none,6.6,79.2,70.9,68.4,63.2,67.5,D,Fail,-1.37,Average
645,male,some high school,standard,none,11.1,87.7,87.4,73.7,70.9,77.3,C,Pass,-0.04,Average
646,female,some college,standard,completed,6.1,85.9,59.7,77.9,80.5,72.7,C,Pass,-0.67,Average
647,female,bachelor's degree,free/reduced,none,12.9,86.5,76.2,84.6,77.8,79.5,C,Pass,0.26,Average
648,female,associate's degree,standard,completed,7.9,100.0,87.4,78.1,95.8,87.1,B,Pass,1.29,Average
649,male,some high school,standard,none,13.8,98.3,88.6,77.8,80.3,82.2,B,Pass,0.62,Average
650,female,some college,free/reduced,none,15.4,78.0,68.0,77.0,70.7,71.9,C,Pass,-0.78,Average
651,male,some college,free/reduced,none,1.9,78.7,64.6,51.3,64.0,60.0,D,Fail,-2.39,Needs Support
652,male,some college,free/reduced,completed,11.2,100.0,90.2,85.9,83.9,86.7,B,Pass,1.23,Average
653,male,some college,standard,none,7.2,82.0,68.7,63.2,68.7,66.9,D,Fail,-1.45,Average
654,male,master's degree,free/reduced,none,4.4,99.0,56.0,56.5,74.7,62.4,D,Fail,-2.06,Needs Support
655,female,high school,standard,completed,7.5,100.0,79.2,81.3,81.3,80.6,B,Pass,0.4,Average
656,female,some college,free/reduced,none,9.1,79.8,60.4,71.8,67.5,66.6,D,Fail,-1.49,Average
657,male,associate's degree,free/reduced,none,14.1,82.5,82.3,82.7,74.4,79.8,C,Pass,0.3,Average
658,male,bachelor's degree,free/reduced,completed,3.9,86.0,68.8,75.0,71.4,71.7,C,Pass,-0.8,Average
659,male,associate's degree,free/reduced,none,14.2,76.6,90.6,85.9,76.2,84.2,B,Pass,0.89,Average
660,male,some college,standard,none,18.1,75.4,84.3,89.5,75.0,82.9,B,Pass,0.72,Average
661,female,bachelor's degree,free/reduced,completed,12.4,81.2,77.8,94.5,79.9,84.1,B,Pass,0.88,Average
662,female,some college,standard,none,12.2,93.7,75.4,92.1,76.1,81.2,B,Pass,0.49,Average
663,female,master's degree,free/reduced,none,9.9,80.7,65.9,81.2,74.6,73.9,C,Pass,-0.5,Average
664,male,high school,free/reduced,completed,5.3,83.1,76.2,70.4,73.9,73.5,C,Pass,-0.56,Average
665,female,some high school,standard,none,12.1,80.5,87.0,81.1,76.1,81.4,B,Pass,0.51,Average
666,female,bachelor's degree,standard,none,11.5,71.6,76.1,86.8,77.5,80.1,B,Pass,0.34,Average
667,female,high school,standard,completed,12.9,100.0,95.4,91.2,83.1,89.9,B,Pass,1.67,Top Performer
668,male,bachelor's degree,free/reduced,none,20.3,61.8,74.4,74.2,85.9,78.2,C,Pass,0.08,Average
669,male,associate's degree,standard,completed,12.9,78.7,89.7,72.1,91.6,84.5,B,Pass,0.93,Average
670,female,some college,free/reduced,completed,11.7,90.8,100.0,90.1,86.5,92.2,A,Pass,1.98,Top Performer
671,female,some high school,standard,completed,16.2,71.2,74.9,86.4,91.8,84.4,B,Pass,0.92,Average
672,male,associate's degree,free/reduced,none,4.6,91.2,77.8,61.5,73.1,70.8,C,Pass,-0.92,Average
673,female,some high school,free/reduced,none,5.4,97.7,75.6,73.3,69.8,72.9,C,Pass,-0.64,Average
674,female,master's degree,standard,completed,8.5,76.6,69.4,92.8,89.4,83.9,B,Pass,0.85,Average
675,male,bachelor's degree,standard,completed,7.4,87.3,72.2,83.5,100.0,85.2,B,Pass,1.03,Average
676,male,high school,standard,none,12.8,74.1,68.2,79.5,79.5,75.7,C,Pass,-0.26,Average
677,male,some high school,standard,none,8.7,90.3,80.5,79.0,79.4,79.6,C,Pass,0.27,Average
678,male,bachelor's degree,standard,none,17.0,86.1,82.6,71.0,77.9,77.2,C,Pass,-0.06,Average
679,male,some college,free/reduced,none,16.1,87.4,77.5,74.0,79.2,76.9,C,Pass,-0.1,Average
680,male,some high school,free/reduced,none,13.1,98.9,80.5,78.2,89.8,82.8,B,Pass,0.7,Average
681,male,some college,standard,none,8.5,89.9,75.7,82.8,77.4,78.6,C,Pass,0.13,Average
682,male,high school,free/reduced,none,12.5,98.7,77.1,86.5,81.7,81.8,B,Pass,0.57,Average
683,male,some college,standard,none,13.2,91.5,77.7,63.7,86.8,76.1,C,Pass,-0.21,Average
684,male,associate's degree,free/reduced,none,5.7,73.2,75.5,68.0,72.5,72.0,C,Pass,-0.76,Average
685,male,bachelor's degree,free/reduced,none,11.4,87.8,69.9,82.2,87.3,79.8,C,Pass,0.3,Average
686,female,bachelor's degree,standard,none,12.8,90.1,95.4,93.7,85.3,91.5,A,Pass,1.88,Top Performer
687,male,high school,free/reduced,none,10.9,70.7,66.7,81.6,70.7,73.0,C,Pass,-0.63,Average
688,male,some college,free/reduced,completed,16.3,98.5,82.3,78.8,80.8,80.6,B,Pass,0.4,Average
689,female,some college,free/reduced,none,14.9,85.9,82.4,75.4,98.1,85.3,B,Pass,1.04,Average
690,male,master's degree,free/reduced,none,6.7,88.9,75.9,67.0,76.6,73.2,C,Pass,-0.6,Average
691,female,some high school,standard,completed,10.5,76.2,64.7,87.7,83.1,78.5,C,Pass,0.12,Average
692,female,some college,standard,completed,6.7,85.9,82.0,73.4,95.9,83.8,B,Pass,0.84,Average
693,male,bachelor's degree,standard,completed,12.3,88.2,78.4,96.9,83.9,86.4,B,Pass,1.19,Average
694,female,some college,free/reduced,completed,6.5,81.9,68.8,87.1,81.0,79.0,C,Pass,0.19,Average
695,male,high school,free/reduced,none,13.7,86.0,81.1,77.1,65.4,74.5,C,Pass,-0.42,Average
696,female,some college,standard,none,11.6,64.0,67.4,57.6,74.8,66.6,D,Fail,-1.49,Average
697,female,high school,free/reduced,none,13.9,98.8,79.7,73.9,75.1,76.2,C,Pass,-0.19,Average
698,male,bachelor's degree,standard,completed,9.4,74.0,80.8,88.6,87.4,85.6,B,Pass,1.08,Average
699,male,some high school,standard,completed,4.2,63.4,87.1,60.4,71.2,72.9,C,Pass,-0.64,Average
700,male,high school,standard,none,17.1,75.6,80.1,74.3,69.8,74.7,C,Pass,-0.4,Average
701,female,some high school,standard,completed,9.3,76.8,69.9,79.8,79.4,76.4,C,Pass,-0.17,Average
702,male,associate's degree,standard,completed,15.5,90.6,83.0,95.6,87.5,88.7,B,Pass,1.5,Top Performer
703,female,high school,standard,completed,11.7,76.1,75.8,85.6,80.4,80.6,B,Pass,0.4,Average
704,male,bachelor's degree,standard,none,12.7,88.0,82.6,82.7,86.3,83.9,B,Pass,0.85,Average
705,male,bachelor's degree,standard,none,17.3,75.6,84.7,77.1,84.3,82.0,B,Pass,0.59,Average
706,male,master's degree,free/reduced,none,11.4,100.0,86.8,80.6,80.1,82.5,B,Pass,0.66,Average
707,female,high school,standard,completed,15.6,90.6,90.9,87.8,80.2,86.3,B,Pass,1.18,Average
708,female,some high school,standard,completed,4.1,100.0,78.1,88.3,87.5,84.6,B,Pass,0.95,Average
709,female,some college,standard,completed,13.5,75.0,88.6,84.1,76.8,83.2,B,Pass,0.76,Average
710,male,master's degree,standard,completed,9.0,91.8,86.2,95.9,89.5,90.5,A,Pass,1.75,Top Performer
711,male,associate's degree,standard,completed,9.5,75.6,85.2,68.2,82.4,78.6,C,Pass,0.13,Average
712,male,some high school,free/reduced,none,10.0,91.0,76.5,80.3,64.4,73.7,C,Pass,-0.53,Average
713,female,associate's degree,free/reduced,completed,11.4,92.0,89.7,84.9,80.8,85.1,B,Pass,1.01,Average
714,female,bachelor's degree,free/reduced,none,16.6,69.2,74.6,87.5,72.8,78.3,C,Pass,0.09,Average
715,female,master's degree,standard,completed,2.6,73.8,63.3,83.6,100.0,82.3,B,Pass,0.64,Average
716,male,associate's degree,free/reduced,none,10.2,73.5,64.9,78.0,68.0,70.3,C,Pass,-0.99,Average
717,female,bachelor's degree,standard,completed,7.1,70.1,82.9,95.3,83.6,87.3,B,Pass,1.31,Average
718,male,bachelor's degree,standard,completed,14.7,77.9,70.2,82.3,94.3,82.3,B,Pass,0.64,Average
719,male,high school,standard,none,8.3,75.6,67.4,71.6,72.8,70.6,C,Pass,-0.95,Average
720,female,some high school,free/reduced,completed,11.8,70.7,80.7,76.3,86.8,81.3,B,Pass,0.5,Average
721,female,associate's degree,free/reduced,completed,8.4,86.1,74.8,84.8,74.9,78.2,C,Pass,0.08,Average
722,male,some high school,standard,none,12.7,90.6,68.1,62.7,65.1,65.3,D,Fail,-1.67,Needs Support
723,male,some college,standard,none,14.1,72.0,92.2,73.7,99.3,88.4,B,Pass,1.46,Average
724,female,master's degree,free/reduced,none,8.4,79.6,83.8,75.3,76.9,78.7,C,Pass,0.15,Average
725,female,some college,free/reduced,none,10.2,85.2,69.8,69.2,72.6,70.5,C,Pass,-0.97,Average
726,male,some college,standard,completed,4.3,82.8,87.6,77.2,80.4,81.7,B,Pass,0.55,Average
727,female,master's degree,standard,completed,11.2,78.1,97.9,76.9,98.2,91.0,A,Pass,1.82,Top Performer
728,female,high school,standard,none,13.4,93.2,70.4,92.0,70.8,77.7,C,Pass,0.01,Average
729,female,master's degree,free/reduced,none,7.8,93.6,95.5,83.5,81.9,87.0,B,Pass,1.27,Average
730,female,bachelor's degree,standard,none,14.5,91.9,76.5,100.0,84.5,87.0,B,Pass,1.27,Average
731,male,high school,standard,none,1.7,83.0,62.9,61.7,72.7,65.8,D,Fail,-1.6,Needs Support
732,female,high school,standard,none,2.6,100.0,59.8,66.7,76.7,67.7,D,Fail,-1.35,Average
733,female,some high school,standard,none,4.4,100.0,70.0,77.8,70.8,72.9,C,Pass,-0.64,Average
734,male,bachelor's degree,standard,none,8.1,81.1,64.8,63.0,68.4,65.4,D,Fail,-1.66,Needs Support
735,female,high school,standard,none,10.1,83.9,74.3,78.6,57.4,70.1,C,Pass,-1.02,Average
736,female,some high school,free/reduced,completed,9.7,97.0,87.3,76.5,90.3,84.7,B,Pass,0.96,Average
737,male,bachelor's degree,standard,completed,9.7,77.1,86.2,80.9,72.7,79.9,C,Pass,0.31,Average
738,female,associate's degree,free/reduced,none,12.9,89.1,74.5,81.3,75.5,77.1,C,Pass,-0.07,Average
739,male,associate's degree,free/reduced,completed,8.1,85.6,91.2,80.2,92.9,88.1,B,Pass,1.42,Average
740,male,associate's degree,standard,completed,4.9,78.1,71.0,94.2,76.8,80.7,B,Pass,0.42,Average
741,male,some high school,standard,completed,5.0,82.8,83.1,81.4,81.2,81.9,B,Pass,0.58,Average
742,male,some high school,standard,completed,18.5,69.4,85.7,71.3,79.6,78.9,C,Pass,0.17,Average
743,male,some college,free/reduced,none,0.6,79.7,62.2,73.2,69.9,68.4,D,Fail,-1.25,Average
744,male,some high school,free/reduced,completed,9.3,65.1,73.7,61.2,72.4,69.1,D,Fail,-1.16,Average
745,female,some college,free/reduced,none,15.8,100.0,81.3,82.7,77.0,80.3,B,Pass,0.36,Average
746,female,associate's degree,standard,none,11.9,100.0,80.7,74.4,93.9,83.0,B,Pass,0.73,Average
747,female,associate's degree,free/reduced,none,6.7,97.4,64.7,70.8,74.8,70.1,C,Pass,-1.02,Average
748,female,associate's degree,free/reduced,none,10.0,88.1,68.7,87.7,66.5,74.3,C,Pass,-0.45,Average
749,male,some high school,standard,completed,13.5,95.1,90.0,79.7,81.1,83.6,B,Pass,0.81,Average
750,male,high school,free/reduced,none,14.8,97.8,76.7,71.4,78.6,75.6,C,Pass,-0.27,Average
751,female,bachelor's degree,standard,completed,6.4,95.2,74.2,84.1,81.2,79.8,C,Pass,0.3,Average
752,female,some high school,free/reduced,none,13.0,94.3,68.2,73.8,81.3,74.4,C,Pass,-0.44,Average
753,female,some college,standard,completed,11.0,76.0,77.7,95.6,91.3,88.2,B,Pass,1.44,Average
754,male,some high school,free/reduced,none,14.4,89.4,74.2,63.7,87.3,75.1,C,Pass,-0.34,Average
755,female,master's degree,standard,none,15.6,79.7,85.9,75.0,79.5,80.1,B,Pass,0.34,Average
756,female,high school,free/reduced,none,8.6,73.3,67.8,75.0,75.2,72.7,C,Pass,-0.67,Average
757,male,some college,standard,completed,4.2,73.6,70.2,64.0,64.4,66.2,D,Fail,-1.55,Needs Support
758,male,some college,standard,none,11.6,89.3,78.0,74.4,72.4,74.9,C,Pass,-0.37,Average
759,female,associate's degree,standard,none,17.1,95.6,75.1,95.3,86.2,85.5,B,Pass,1.07,Average
760,female,master's degree,standard,none,12.7,71.4,57.0,81.3,84.3,74.2,C,Pass,-0.46,Average
761,female,associate's degree,free/reduced,none,10.9,100.0,75.5,76.7,79.3,77.2,C,Pass,-0.06,Average
762,male,high school,standard,none,19.6,99.7,73.8,77.4,79.9,77.0,C,Pass,-0.08,Average
763,female,some high school,standard,none,5.8,81.2,60.4,65.0,67.2,64.2,D,Fail,-1.82,Needs Support
764,male,associate's degree,standard,completed,13.6,80.4,78.3,80.5,81.9,80.2,B,Pass,0.35,Average
765,male,master's degree,free/reduced,none,7.7,84.3,77.5,75.9,76.2,76.5,C,Pass,-0.15,Average
766,female,some high school,standard,completed,10.2,94.9,73.1,94.9,90.1,86.0,B,Pass,1.14,Average
767,female,associate's degree,standard,completed,10.4,81.2,86.7,94.0,92.6,91.1,A,Pass,1.83,Top Performer
768,male,high school,free/reduced,none,16.1,74.0,71.3,67.5,78.0,72.3,C,Pass,-0.72,Average
769,female,some college,free/reduced,completed,6.3,88.5,65.9,75.1,91.3,77.4,C,Pass,-0.03,Average
770,male,some college,free/reduced,none,7.9,64.4,53.4,71.8,51.6,58.9,F,Fail,-2.54,Needs Support
771,female,associate's degree,free/reduced,none,3.6,86.4,69.5,58.7,69.0,65.7,D,Fail,-1.62,Needs Support
772,male,master's degree,standard,completed,11.9,96.6,94.0,87.0,89.4,90.1,A,Pass,1.69,Top Performer
773,female,associate's degree,free/reduced,completed,8.2,88.1,85.2,80.7,79.7,81.9,B,Pass,0.58,Average
774,female,some college,free/reduced,none,11.7,92.8,89.0,69.1,85.2,81.1,B,Pass,0.47,Average
775,male,associate's degree,free/reduced,completed,5.7,89.9,78.8,71.4,85.4,78.5,C,Pass,0.12,Average
776,female,some college,free/reduced,none,8.6,92.3,73.1,78.6,74.5,75.4,C,Pass,-0.3,Average
777,female,some college,standard,none,14.2,86.5,79.1,68.1,81.4,76.2,C,Pass,-0.19,Average
778,female,high school,standard,none,9.3,76.7,73.0,67.4,84.1,74.8,C,Pass,-0.38,Average
779,female,some college,free/reduced,none,12.5,82.8,70.9,71.0,73.0,71.6,C,Pass,-0.82,Average
780,female,high school,standard,none,12.1,84.3,69.2,78.6,75.0,74.3,C,Pass,-0.45,Average
781,female,high school,standard,none,8.6,97.6,90.4,68.0,85.1,81.2,B,Pass,0.49,Average
782,female,some high school,standard,none,3.8,100.0,53.4,83.6,78.1,71.7,C,Pass,-0.8,Average
783,male,some college,standard,completed,13.9,89.2,90.3,83.3,96.6,90.1,A,Pass,1.69,Top Performer
784,female,high school,standard,completed,10.7,77.5,85.3,80.8,86.9,84.3,B,Pass,0.91,Average
785,female,bachelor's degree,free/reduced,none,13.9,77.7,78.1,75.7,84.2,79.3,C,Pass,0.23,Average
786,female,bachelor's degree,standard,none,1.9,83.1,60.8,70.5,71.9,67.7,D,Fail,-1.35,Average
